_id,geometry.coordinates,geometry.type,properties.description,properties.id,properties.name,properties.parent_station,properties.route_id,properties.route_variante_id,properties.wheelchair_boarding,type
615615f357da3ca0b096949a,"[6.009645,47.258938]",Point,,SCL3,St Claude,st_st_claude,5,109-3,available,Feature
615615f357da3ca0b096949b,"[5.977877140045166,47.24073028564453]",Point,,st_thouret,Thouret,,,,unknown,Feature
615615f357da3ca0b096949c,"[6.015671,47.25958]",Point,,PSB1,PSB,st_psb,12,24-1,unknown,Feature
615615f357da3ca0b096949d,"[5.988867,47.2386]",Point,,KENNEDY1,Kennedy,st_kennedy,7,63-4,available,Feature
615615f357da3ca0b096949e,"[5.9824343,47.222588]",Point,,t_malc2,Malcombe,st_malcombe,101,15-1,available,Feature
615615f357da3ca0b096949f,"[6.026400089263916,47.23781967163086]",Point,,st_granges,Granges,,,,unknown,Feature
615615f357da3ca0b09694a0,"[6.057645,47.24863]",Point,,BREME2,Brême,st_breme,5,109-3,unknown,Feature
615615f357da3ca0b09694a1,"[6.019651,47.233383]",Point,,CHAMARS2,Chamars,st_chamars,9,5-2,available,Feature
615615f357da3ca0b09694a2,"[5.977323055267334,47.21643829345703]",Point,,st_polyclinique,Polyclinique,,,,unknown,Feature
615615f357da3ca0b09694a3,"[6.0230746,47.240513]",Point,,t_revo1,Révolution,st_revolution,102,15-0,available,Feature
615615f357da3ca0b09694a4,"[6.011983,47.224247]",Point,,MOINGEO1,Résidence Moingeon,st_residence_moingeon,9,5-4,unknown,Feature
615615f357da3ca0b09694a5,"[6.0234375,47.25811767578125]",Point,,st_blum,Blum,,,,unknown,Feature
615615f357da3ca0b09694a6,"[6.0370765,47.24816]",Point,,t_tbern2,Tristan Bernard,st_tristan_bernard,101,15-1,available,Feature
615615f357da3ca0b09694a7,"[6.042444,47.22892]",Point,,PLGUYON1,Place Guyon,st_place_guyon,12,24-1,unknown,Feature
615615f357da3ca0b09694a8,"[6.051472,47.249332]",Point,,DONZELO1,Donzelot,st_donzelot,5,109-2,unknown,Feature
615615f357da3ca0b09694a9,"[6.019935,47.26145]",Point,,CIMCLA1,Cimetière St Claude,st_cimetiere_st_claude,12,24-1,unknown,Feature
615615f357da3ca0b09694aa,"[6.049993,47.24951]",Point,,DONZELO2,Donzelot,st_donzelot,5,109-3,available,Feature
615615f357da3ca0b09694ab,"[6.014927,47.26069]",Point,,RECLUS2,Reclus,st_reclus,8,45-1,available,Feature
615615f357da3ca0b09694ac,"[6.037004,47.23035]",Point,,RIVOTTE,Rivotte,st_rivotte,11,55-0,available,Feature
615615f357da3ca0b09694ad,"[6.038877,47.258698]",Point,,DEBUSSY2,Debussy,st_debussy,6,155-2,available,Feature
615615f357da3ca0b09694ae,"[6.036367,47.261646]",Point,,GOUNOD2,Gounod,st_gounod,7,63-5,available,Feature
615615f357da3ca0b09694af,"[5.960079669952393,47.2259407043457]",Point,,st_maison_des_familles,Maison des Familles,,,,available,Feature
615615f357da3ca0b09694b0,"[5.98809,47.243366]",Point,,BEAUART1,Beaux Arts,st_beaux_arts,9,5-4,unknown,Feature
615615f357da3ca0b09694b1,"[6.008460998535156,47.24647521972656]",Point,,st_metin,Métin,,,,unknown,Feature
615615f357da3ca0b09694b2,"[5.989165,47.23322]",Point,,BASILIQ2,Basilique,st_basilique,10,88-4,unknown,Feature
615615f357da3ca0b09694b3,"[6.0299096,47.24289]",Point,,t_pmic1,Parc Micaud,st_parc_micaud,102,15-0,available,Feature
615615f357da3ca0b09694b4,"[6.042124,47.256645]",Point,,BELFORT1,Belfort,st_belfort,11,55-0,unknown,Feature
615615f357da3ca0b09694b5,"[6.021227,47.24262]",Point,,BACCHUS2,Bacchus,st_bacchus,8,45-2,unknown,Feature
615615f357da3ca0b09694b6,"[6.011316,47.24463]",Point,,DEMAN2,Demangel,st_demangel,6,155-2,unknown,Feature
615615f357da3ca0b09694b7,"[6.013794898986816,47.24225616455078]",Point,,st_voirin,Voirin,,,,available,Feature
615615f357da3ca0b09694b8,"[5.978531,47.22134]",Point,,MICROPO2,Micropolis,st_micropolis,7,63-5,available,Feature
615615f357da3ca0b09694b9,"[6.0052809715271,47.23959732055664]",Point,,st_marmier,Marmier,,,,unknown,Feature
615615f357da3ca0b09694ba,"[6.012928,47.24494]",Point,,WEISS4,Weiss,st_weiss,9,5-2,unknown,Feature
615615f357da3ca0b09694bb,"[6.022980213165283,47.24946975708008]",Point,,st_eugene_savoye,Eugène Savoye,,,,unknown,Feature
615615f357da3ca0b09694bc,"[6.045137405395508,47.2630500793457]",Point,,st_orchamps,Orchamps,,,,unknown,Feature
615615f357da3ca0b09694bd,"[5.97524,47.21498]",Point,,PARCURB2,Parc Urbain,st_parc_urbain,7,63-5,available,Feature
615615f357da3ca0b09694be,"[5.96333122253418,47.21669387817383]",Point,,st_bearn,Béarn,,,,unknown,Feature
615615f357da3ca0b09694c0,"[5.978963,47.22304]",Point,,PARCEXP2,Parc des Expositions,st_parc_des_expositions,7,63-5,unknown,Feature
615615f357da3ca0b09694bf,"[5.993897438049316,47.23045349121094]",Point,,st_bascule,Bascule,,,,unknown,Feature
615615f357da3ca0b09694c1,"[6.016751,47.256027]",Point,,GRENOT1,Grenot,st_grenot,8,45-2,unknown,Feature
615615f357da3ca0b09694c2,"[6.022068977355957,47.24626541137695]",Point,,st_gare_viotte,Gare Viotte,,,,available,Feature
615615f357da3ca0b09694c3,"[6.013961,47.25533]",Point,,CHARMIL2,Charmilles,st_charmilles,5,109-2,available,Feature
615615f357da3ca0b09694c4,"[5.980263,47.244534]",Point,,VINCENT1,Clinique St Vincent,st_clinique_st_vincent,9,5-4,unknown,Feature
615615f357da3ca0b09694c5,"[6.022529602050781,47.252037048339844]",Point,,st_cite_viotte,Cité Viotte,,,,unknown,Feature
615615f357da3ca0b09694c6,"[6.023194,47.255135]",Point,,FCLERC1,Francis Clerc,st_francis_clerc,12,24-1,unknown,Feature
615615f357da3ca0b09694c7,"[5.98683,47.24838]",Point,,CROUUNI1,Crous Université,st_crous_universite,7,63-5,unknown,Feature
615615f357da3ca0b09694c8,"[6.02280855178833,47.263641357421875]",Point,,st_feuilles_dautomne,"Feuilles d'Automne",,,,unknown,Feature
615615f357da3ca0b09694c9,"[6.048732,47.243885]",Point,,DANTON2,Danton,st_danton,5,109-3,available,Feature
615615f357da3ca0b09694ca,"[6.038847,47.240772]",Point,,AIGUILL1,Aiguille,st_aiguille,10,88-2,unknown,Feature
615615f357da3ca0b09694cb,"[5.9672446,47.222034]",Point,,t_idf2,Ile de France,st_ile_de_france,101,15-1,available,Feature
615615f357da3ca0b09694cc,"[6.008565,47.234295]",Point,,LABUTTE2,La Butte,st_la_butte,4,116-1,unknown,Feature
615615f357da3ca0b09694cd,"[6.018354,47.256428]",Point,,WYRSCH1,Wyrsch,st_wyrsch,8,45-2,unknown,Feature
615615f357da3ca0b09694ce,"[6.029491424560547,47.25961685180664]",Point,,st_4_vents,4 Vents,,,,available,Feature
615615f357da3ca0b09694cf,"[6.027452,47.263653]",Point,,CARRIER1,Carrière,st_carriere,12,24-1,unknown,Feature
615615f357da3ca0b09694d0,"[6.027439,47.261852]",Point,,ESPERAN1,Espérance,st_esperance,12,24-1,unknown,Feature
615615f357da3ca0b09694d1,"[5.97055,47.221844]",Point,,COLDIDE2,Collège Diderot,st_college_diderot,4,116-1,available,Feature
615615f357da3ca0b09694d2,"[5.9856706,47.250546]",Point,,ARAGO2,Campus Arago,st_campus_arago,7,63-5,available,Feature
615615f357da3ca0b09694d3,"[6.043637,47.24416]",Point,,HEITZ1,Heitz,st_heitz,10,88-2,unknown,Feature
615615f357da3ca0b09694d4,"[6.004275321960449,47.256492614746094]",Point,,st_savary,Savary,,,,unknown,Feature
615615f357da3ca0b09694d5,"[6.027254104614258,47.24781799316406]",Point,,st_rotonde,Rotonde,,,,unknown,Feature
615615f357da3ca0b09694d6,"[6.018428802490234,47.256500244140625]",Point,,st_wyrsch,Wyrsch,,,,unknown,Feature
615615f357da3ca0b09694d7,"[5.993072,47.231228]",Point,,MESLIER2,Meslier,st_meslier,10,88-2,unknown,Feature
615615f357da3ca0b09694d8,"[5.97531,47.21496]",Point,,PARCURB1,Parc Urbain,st_parc_urbain,7,63-4,available,Feature
615615f357da3ca0b09694d9,"[6.007419,47.270634]",Point,,CHVALEN2,Chemin de Valentin,st_chemin_de_valentin,8,45-1,unknown,Feature
615615f357da3ca0b09694da,"[6.028098106384277,47.255027770996094]",Point,,st_paul_bert,Paul Bert,,,,available,Feature
615615f357da3ca0b09694db,"[6.025027,47.242905]",Point,,ISENBAR1,Isenbart,st_isenbart,5,109-3,available,Feature
615615f357da3ca0b09694dc,"[6.046919,47.262142]",Point,,JEANNET3,Jeannettes,st_jeannettes,11,55-1,unknown,Feature
615615f357da3ca0b09694dd,"[6.058834,47.24992]",Point,,CLAIRSO1,Clairs Soleils,st_clairs_soleils,5,109-2,available,Feature
615615f357da3ca0b09694de,"[5.988705,47.238766]",Point,,KENNEDY2,Kennedy,st_kennedy,7,63-5,available,Feature
615615f357da3ca0b09694df,"[5.993835,47.278015]",Point,,ECHVALE1,École-Valentin - Echangeur de Valentin,st_ecolevalentin__echangeur_de_valentin,8,45-2,available,Feature
615615f357da3ca0b09694e0,"[6.039651,47.26223]",Point,,CHOPIN1,Chopin,st_chopin,7,63-4,available,Feature
615615f357da3ca0b09694e1,"[5.960231781005859,47.223087310791016]",Point,,st_dolto,Dolto,,,,unknown,Feature
615615f357da3ca0b09694e2,"[5.972622871398926,47.222415924072266]",Point,,st_epoisses,Epoisses,,,,available,Feature
615615f357da3ca0b09694e3,"[6.026963,47.25194]",Point,,CHASNOT2,Chasnot,st_chasnot,12,24-2,unknown,Feature
615615f357da3ca0b09694e4,"[5.967205,47.215572]",Point,,GARNIER2,Garnier,st_garnier,7,63-4,available,Feature
615615f357da3ca0b09694e5,"[6.046069145202637,47.2650146484375]",Point,,st_courtils,Courtils,,,,unknown,Feature
615615f357da3ca0b09694e6,"[5.970914840698242,47.23615264892578]",Point,,st_sanatorium,Sanatorium,,,,unknown,Feature
615615f357da3ca0b09694e7,"[6.014409,47.2304]",Point,,CHAUDAN1,Chaudanne,st_chaudanne,9,5-2,unknown,Feature
615615f357da3ca0b09694e8,"[6.01108980178833,47.21915054321289]",Point,,st_velotte,Velotte,,,,unknown,Feature
615615f357da3ca0b09694e9,"[6.022242069244385,47.241764068603516]",Point,,st_strasbourg,Strasbourg,,,,available,Feature
615615f357da3ca0b09694ea,"[5.995985984802246,47.261043548583984]",Point,,st_founottes,Founottes,,,,unknown,Feature
615615f357da3ca0b09694eb,"[6.028415,47.247437]",Point,,LIBERTE4,Liberté,st_liberte,11,55-0,available,Feature
615615f357da3ca0b09694ec,"[6.036372661590576,47.23804473876953]",Point,,st_fontenottes,Fontenottes,,,,unknown,Feature
615615f357da3ca0b09694ed,"[5.9617390632629395,47.23553466796875]",Point,,st_tilleroyes,Tilleroyes,,,,available,Feature
615615f357da3ca0b09694ee,"[6.047158,47.262196]",Point,,JEANNET2,Jeannettes,st_jeannettes,11,55-0,unknown,Feature
615615f357da3ca0b09694ef,"[6.013366,47.26417]",Point,,SANSONN2,Sansonnets,st_sansonnets,8,45-1,unknown,Feature
615615f357da3ca0b09694f0,"[6.048107,47.26101]",Point,,CHARIGN2,Charigney,st_charigney,11,55-1,unknown,Feature
615615f357da3ca0b09694f1,"[6.009186,47.226334]",Point,,RADIEUS2,Radieuse,st_radieuse,9,5-2,unknown,Feature
615615f357da3ca0b09694f2,"[6.039823,47.241627]",Point,,SALBREG2,Salins de Bregille,st_salins_de_bregille,10,88-4,unknown,Feature
615615f357da3ca0b09694f3,"[6.0221725,47.246326]",Point,,t_gvio2,Gare Viotte,st_gare_viotte,102,15-1,available,Feature
615615f357da3ca0b09694f4,"[6.010826,47.22993]",Point,,t_poly1,Polygone,st_polygone,102,15-0,available,Feature
615615f357da3ca0b09694f5,"[6.014727,47.260933]",Point,,RECLUS1,Reclus,st_reclus,12,24-1,available,Feature
615615f357da3ca0b09694f6,"[6.023893,47.26603]",Point,,BQTSO01,Bouquet de Soleils,st_bouquet_de_soleils,12,24-1,unknown,Feature
615615f357da3ca0b09694f7,"[6.023056983947754,47.233699798583984]",Point,,st_prefecture,Préfecture,,,,available,Feature
615615f357da3ca0b09694f8,"[6.0160275,47.23614]",Point,,t_cano1,Canot,st_canot,102,15-0,available,Feature
615615f357da3ca0b09694f9,"[5.993862,47.24328]",Point,,SECUSOC1,Sécurité Sociale,st_securite_sociale,9,5-4,unknown,Feature
615615f357da3ca0b09694fa,"[6.051734,47.245792]",Point,,MIRABEA1,Mirabeau,st_mirabeau,5,109-2,unknown,Feature
615615f357da3ca0b09694fb,"[5.99295711517334,47.28683853149414]",Point,,st_ecolevalentin__espace_valentin,École-Valentin - Espace Valentin,,,,available,Feature
615615f357da3ca0b09694fc,"[6.037003993988037,47.230350494384766]",Point,,st_rivotte,Rivotte,,,,available,Feature
615615f357da3ca0b09694fd,"[6.023777484893799,47.25255584716797]",Point,,st_pont_chemin_francais,Pont Chemin Français,,,,unknown,Feature
615615f357da3ca0b09694fe,"[5.987794876098633,47.24333190917969]",Point,,st_beaux_arts,Beaux Arts,,,,unknown,Feature
615615f357da3ca0b09694ff,"[5.978027,47.236423]",Point,,FRESNEL3,Fresnel,st_fresnel,10,88-2,unknown,Feature
615615f357da3ca0b0969500,"[6.045645,47.24508]",Point,,COLOMBO1,Colombot,st_colombot,10,88-2,unknown,Feature
615615f357da3ca0b0969501,"[5.99742,47.2314]",Point,,RESIDEN1,Résidence,st_residence,4,116-4,available,Feature
615615f357da3ca0b0969502,"[6.015336,47.22096]",Point,,MALHERB1,Malherbe,st_malherbe,9,5-4,unknown,Feature
615615f357da3ca0b0969503,"[6.009618,47.250546]",Point,,FONT EC2,Fontaine Ecu,st_fontaine_ecu,9,5-2,unknown,Feature
615615f357da3ca0b0969504,"[6.025745,47.239204]",Point,,POSTE1,Poste,st_poste,10,88-2,available,Feature
615615f357da3ca0b0969505,"[6.044861,47.262966]",Point,,ORCHAMP9,Orchamps,st_orchamps,11,55-0,unknown,Feature
615615f357da3ca0b0969506,"[6.014861,47.22128]",Point,,MALHERB2,Malherbe,st_malherbe,9,5-2,unknown,Feature
615615f357da3ca0b0969507,"[6.023613452911377,47.26593017578125]",Point,,st_bouquet_de_soleils,Bouquet de Soleils,,,,unknown,Feature
615615f357da3ca0b0969508,"[6.028269,47.24058]",Point,,CENSTPI2,Centre St Pierre,st_centre_st_pierre,11,55-0,unknown,Feature
615615f357da3ca0b0969509,"[6.049021,47.26762]",Point,,GRDBUIS1,Grand Buisson,st_grand_buisson,7,63-5,unknown,Feature
615615f357da3ca0b096950a,"[5.997644,47.245937]",Point,,CITBAUM1,Cité de la Baume,st_cite_de_la_baume,9,5-4,available,Feature
615615f357da3ca0b096950b,"[6.004839897155762,47.244117736816406]",Point,,st_stade_leo_lagrange,Stade Léo Lagrange,,,,available,Feature
615615f357da3ca0b096950c,"[5.977916,47.220387]",Point,,MICROPO1,Micropolis,st_micropolis,7,63-4,available,Feature
615615f357da3ca0b096950d,"[5.999158,47.258003]",Point,,BATICFA1,Bâtiment CFA,st_batiment_cfa,6,155-3,unknown,Feature
615615f357da3ca0b096950e,"[5.993398,47.230316]",Point,,BASC2,Bascule,st_bascule,4,116-1,unknown,Feature
615615f357da3ca0b096950f,"[6.029917,47.24295]",Point,,t_pmic2,Parc Micaud,st_parc_micaud,101,15-1,available,Feature
615615f357da3ca0b0969510,"[5.986718,47.24444]",Point,,UFRSCIE1,UFR Sciences,st_ufr_sciences,7,63-4,unknown,Feature
615615f357da3ca0b0969511,"[6.046069,47.265015]",Point,,COURTIL2,Courtils,st_courtils,11,55-1,unknown,Feature
615615f357da3ca0b0969512,"[6.023905,47.252598]",Point,,PONCHFR2,Pont Chemin Français,st_pont_chemin_francais,8,45-1,unknown,Feature
615615f357da3ca0b0969513,"[6.006003,47.24773]",Point,,DEVILLE2,Deville,st_deville,6,155-2,unknown,Feature
615615f357da3ca0b0969514,"[5.9645,47.235374]",Point,,PROLABO1,Prolabor,st_prolabor,9,5-4,available,Feature
615615f357da3ca0b0969515,"[6.054662704467773,47.24681091308594]",Point,,st_envelmey,Envelmey,,,,unknown,Feature
615615f357da3ca0b0969516,"[6.042309761047363,47.25728225708008]",Point,,st_croix_de_palente,Croix de Palente,,,,available,Feature
615615f357da3ca0b0969517,"[6.009618759155273,47.251060485839844]",Point,,st_churchill,Churchill,,,,unknown,Feature
615615f357da3ca0b0969518,"[6.038331031799316,47.253929138183594]",Point,,st_papillon,Papillon,,,,unknown,Feature
615615f357da3ca0b0969519,"[6.005575,47.228462]",Point,,t_brula2,Brulard,st_brulard,101,15-1,available,Feature
615615f357da3ca0b096951a,"[6.031678,47.261604]",Point,,COMSARA1,Combe Saragosse,st_combe_saragosse,11,55-0,unknown,Feature
615615f357da3ca0b096951b,"[5.971773147583008,47.212120056152344]",Point,,st_la_fayette,La Fayette,,,,available,Feature
615615f357da3ca0b096951c,"[6.027603,47.266785]",Point,,VALJOUR2,Vallon du Jour,st_vallon_du_jour,12,24-2,unknown,Feature
615615f357da3ca0b096951d,"[6.022894859313965,47.258338928222656]",Point,,st_seiler,Seiler,,,,unknown,Feature
615615f357da3ca0b096951e,"[6.05904483795166,47.250144958496094]",Point,,st_clairs_soleils,Clairs Soleils,,,,available,Feature
615615f357da3ca0b096951f,"[5.992369174957275,47.281944274902344]",Point,,st_ecolevalentin__centre_commercial,École-Valentin - Centre Commercial,,,,available,Feature
615615f357da3ca0b0969520,"[5.993505477905273,47.24332046508789]",Point,,st_securite_sociale,Sécurité Sociale,,,,unknown,Feature
615615f357da3ca0b0969521,"[5.962137,47.221916]",Point,,VOLTAIR2,Voltaire,st_voltaire,4,116-4,available,Feature
615615f357da3ca0b0969522,"[5.995203018188477,47.235679626464844]",Point,,st_ateliers_municipaux,Ateliers Municipaux,,,,unknown,Feature
615615f357da3ca0b0969523,"[5.960198,47.22597]",Point,,t_psan1,Maison des Familles,st_maison_des_familles,102,15-0,available,Feature
615615f357da3ca0b0969524,"[6.043898,47.22825]",Point,,GACOGNE1,Cité des Gacognes,st_cite_des_gacognes,12,24-1,unknown,Feature
615615f357da3ca0b0969525,"[5.99294,47.24727]",Point,,IUT1,IUT,st_iut,3,119-8,available,Feature
615615f357da3ca0b0969526,"[5.993867,47.23304]",Point,,PELOUSE2,Pelouse,st_pelouse,10,88-4,available,Feature
615615f357da3ca0b0969527,"[6.0504327,47.262093]",Point,,t_fben2,Fort Benoît,st_fort_benoit,101,15-1,available,Feature
615615f357da3ca0b0969528,"[6.014658,47.254726]",Point,,JUSTICE1,Justices,st_justices,5,109-3,available,Feature
615615f357da3ca0b0969529,"[5.994509,47.256145]",Point,,BOUCONS1,Montboucons,st_montboucons,12,24-2,unknown,Feature
615615f357da3ca0b096952a,"[5.96,47.221527]",Point,,CROIZ02,Croizat,st_croizat,7,63-4,unknown,Feature
615615f357da3ca0b096952b,"[6.043747425079346,47.24421691894531]",Point,,st_heitz,Heitz,,,,unknown,Feature
615615f357da3ca0b096952c,"[6.023157,47.25791]",Point,,BLUM1,Blum,st_blum,7,63-4,unknown,Feature
615615f357da3ca0b096952d,"[6.028025,47.245533]",Point,,t_flo1,Flore,st_flore,102,15-0,available,Feature
615615f357da3ca0b096952e,"[6.020914077758789,47.25819778442383]",Point,,st_lycee_saint_jean,Lycée Saint Jean,,,,unknown,Feature
615615f357da3ca0b096952f,"[5.970638,47.23613]",Point,,SANATOR2,Sanatorium,st_sanatorium,9,5-2,unknown,Feature
615615f357da3ca0b0969530,"[5.95997953414917,47.22157287597656]",Point,,st_croizat,Croizat,,,,unknown,Feature
615615f357da3ca0b0969531,"[6.028307,47.256897]",Point,,FLUAGA1,Fluttes Agasses,st_fluttes_agasses,4,116-4,unknown,Feature
615615f357da3ca0b0969532,"[6.021673,47.24405]",Point,,REMPART1,Remparts,st_remparts,8,45-1,unknown,Feature
615615f357da3ca0b0969533,"[5.961739,47.235535]",Point,,TILEROY1,Tilleroyes,st_tilleroyes,9,5-4,available,Feature
615615f357da3ca0b0969534,"[6.039131164550781,47.25885772705078]",Point,,st_debussy,Debussy,,,,unknown,Feature
615615f357da3ca0b0969535,"[6.0366668701171875,47.257606506347656]",Point,,st_mutualite,Mutualité,,,,available,Feature
615615f357da3ca0b0969536,"[6.010316,47.258938]",Point,,COLCAM2,Collège Camus,st_college_camus,12,24-2,available,Feature
615615f357da3ca0b0969537,"[6.008142,47.246716]",Point,,METIN2,Métin,st_metin,6,155-2,unknown,Feature
615615f357da3ca0b0969538,"[6.027311,47.266052]",Point,,VALJOUR1,Vallon du Jour,st_vallon_du_jour,12,24-1,unknown,Feature
615615f357da3ca0b0969539,"[5.990300178527832,47.25220489501953]",Point,,st_usports,U-Sports,,,,available,Feature
615615f357da3ca0b096953a,"[5.993149,47.243362]",Point,,SECUSOC2,Sécurité Sociale,st_securite_sociale,7,63-4,unknown,Feature
615615f357da3ca0b096953b,"[6.022086143493652,47.256595611572266]",Point,,st_trey,Trey,,,,unknown,Feature
615615f357da3ca0b096953c,"[6.04513,47.262924]",Point,,t_orc2,Orchamps,st_orchamps,101,15-1,available,Feature
615615f357da3ca0b096953d,"[6.012584686279297,47.235015869140625]",Point,,st_croix_darenes,"Croix d'Arènes",,,,unknown,Feature
615615f357da3ca0b096953e,"[6.0264,47.23782]",Point,,GRANGES1,Granges,st_granges,27,49-2,unknown,Feature
615615f357da3ca0b096953f,"[6.036855,47.257694]",Point,,MUTUALI1,Mutualité,st_mutualite,6,155-3,available,Feature
615615f357da3ca0b0969540,"[6.022242,47.241764]",Point,,STRASBOU,Strasbourg,st_strasbourg,8,45-2,available,Feature
615615f357da3ca0b0969541,"[5.9558635,47.22361]",Point,,t_ufr2,UFR Santé,st_ufr_sante,101,15-1,available,Feature
615615f357da3ca0b0969542,"[6.0424175,47.25719]",Point,,t_cdp2,Croix de Palente,st_croix_de_palente,101,15-1,available,Feature
615615f357da3ca0b0969543,"[6.004055,47.256382]",Point,,SAVARY3,Savary,st_savary,12,24-2,unknown,Feature
615615f357da3ca0b0969544,"[6.0609517,47.261314]",Point,,t_chal,Chalezeule - Chalezeule,st_chalezeule__chalezeule,101,15-1,available,Feature
615615f357da3ca0b0969545,"[6.033246,47.23615]",Point,,CITAR01,Cité des Arts,st_cite_des_arts,11,55-0,unknown,Feature
615615f357da3ca0b0969546,"[5.9559402,47.22361]",Point,,t_ufr1,UFR Santé,st_ufr_sante,102,15-0,available,Feature
615615f357da3ca0b0969547,"[6.045672,47.263462]",Point,,ORCHAMP1,Orchamps,st_orchamps,6,155-3,unknown,Feature
615615f357da3ca0b0969548,"[6.016352653503418,47.220130920410156]",Point,,st_chemin_de_velotte,Chemin de Velotte,,,,unknown,Feature
615615f357da3ca0b0969549,"[6.010089,47.268227]",Point,,ESSARTS1,Essarts,st_essarts,8,45-2,unknown,Feature
615615f357da3ca0b096954a,"[6.044344,47.248524]",Point,,DUET2,Duet,st_duet,5,109-3,available,Feature
615615f357da3ca0b096954b,"[6.015098571777344,47.22111892700195]",Point,,st_malherbe,Malherbe,,,,unknown,Feature
615615f357da3ca0b096954d,"[6.025415420532227,47.235328674316406]",Point,,st_granvelle,Granvelle,,,,available,Feature
615615f357da3ca0b096954e,"[6.0158696,47.23596]",Point,,t_cano2,Canot,st_canot,101,15-1,available,Feature
615615f357da3ca0b096954c,"[6.014496803283691,47.24275207519531]",Point,,st_leclerc,Leclerc,,,,available,Feature
615615f357da3ca0b096954f,"[6.042253494262695,47.24971008300781]",Point,,st_brulefoin,Brûlefoin,,,,unknown,Feature
615615f357da3ca0b0969550,"[6.035343170166016,47.23705291748047]",Point,,st_sport_nautique,Sport Nautique,,,,unknown,Feature
615615f357da3ca0b0969551,"[6.052328586578369,47.24589157104492]",Point,,st_mirabeau,Mirabeau,,,,unknown,Feature
615615f357da3ca0b0969552,"[6.0274834632873535,47.26165008544922]",Point,,st_esperance,Espérance,,,,unknown,Feature
615615f357da3ca0b0969553,"[6.003574,47.237076]",Point,,CASERNE2,Casernes,st_casernes,10,88-4,unknown,Feature
615615f357da3ca0b0969554,"[6.009775161743164,47.25035095214844]",Point,,st_fontaine_ecu,Fontaine Ecu,,,,unknown,Feature
615615f357da3ca0b0969555,"[5.965703,47.236435]",Point,,KOSMA2,Kosma,st_kosma,9,5-2,unknown,Feature
615615f357da3ca0b0969556,"[6.055775,47.26338]",Point,,t_marn1,Chalezeule - Marnières,st_chalezeule__marnieres,101,15-0,available,Feature
615615f357da3ca0b0969557,"[5.995441,47.23571]",Point,,ATEMUNI3,Ateliers Municipaux,st_ateliers_municipaux,10,88-2,unknown,Feature
615615f357da3ca0b0969558,"[5.966036796569824,47.23637008666992]",Point,,st_kosma,Kosma,,,,unknown,Feature
615615f357da3ca0b0969559,"[5.9995995,47.258015]",Point,,BATICFA4,Bâtiment CFA,st_batiment_cfa,12,24-2,unknown,Feature
615615f357da3ca0b096955a,"[6.028084,47.26913]",Point,,CHESELL1,Chemin de la Selle,st_chemin_de_la_selle,12,24-2,unknown,Feature
615615f357da3ca0b096955b,"[5.973653316497803,47.23286437988281]",Point,,st_edison,Edison,,,,unknown,Feature
615615f357da3ca0b096955c,"[6.003043,47.274097]",Point,,CHAMPET1,École-Valentin - Champêtre,st_ecolevalentin__champetre,8,45-2,available,Feature
615615f357da3ca0b096955d,"[6.0254,47.23531]",Point,,GRANVEL1,Granvelle,st_granvelle,27,49-1,available,Feature
615615f357da3ca0b096955e,"[5.964887,47.218678]",Point,,LANGUED2,Languedoc,st_languedoc,7,63-4,available,Feature
615615f357da3ca0b096955f,"[6.02365,47.252514]",Point,,PONCHFR1,Pont Chemin Français,st_pont_chemin_francais,8,45-2,unknown,Feature
615615f357da3ca0b0969560,"[5.965041,47.218864]",Point,,LANGUED1,Languedoc,st_languedoc,7,63-5,available,Feature
615615f357da3ca0b0969562,"[5.989507,47.229233]",Point,,CONCORD2,Concorde,st_concorde,4,116-1,available,Feature
615615f357da3ca0b0969561,"[6.043828964233398,47.259368896484375]",Point,,st_corvee,Corvée,,,,available,Feature
615615f357da3ca0b0969563,"[6.021666526794434,47.24403381347656]",Point,,st_remparts,Remparts,,,,unknown,Feature